episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD,state HOLD - JOYSTICK,state HOLD - NO JOYSTICK,state HOLD - BC
145,732,10487.036514006302,40,25,0,100,10191.56919389601,16.81238615664845,0,0,2.4134790528233157,1.1930783242258651,0.3005464480874317,0,0,0,79.28051001821494
146,728,8368.004181599554,40,24,1,98,10556.954100149693,15.72802197802198,0,0,0.3691620879120879,0.7554945054945055,0.5666208791208791,0,0,0,82.58070054945054
147,941,16699.292905337097,40,36,0,100,3358.390652526061,17.986184909670566,10.361317747077576,0,4.0382571732199795,4.596174282678002,4.011689691817216,0,0,0,59.00637619553666
148,713,10113.716925332794,40,24,0,100,9674.04591401798,11.79873772791024,0,0,0.14025245441795237,1.402524544179523,0.9992987377279102,0,0,0,85.65918653576438
149,904,16411.476053929062,40,29,0,100,8424.086681051023,9.221641190667738,0.04022526146419952,0,3.6705551086082053,1.6090104585679805,1.2872083668543846,0,0,0,84.1713596138375
150,802,12750.697588687332,40,29,0,100,7058.458447206808,9.464973928814327,0,0,4.160054409430968,1.5416005440943097,0.7821355701654954,0,0,0,84.05123554749491
151,819,13209.481960682928,40,31,0,100,6074.863974613245,10.948310948310949,0.1628001628001628,0,2.0621353954687294,1.6280016280016278,0,0,0,0,85.19875186541853
152,839,14052.790915861226,40,32,0,100,5255.941433288926,3.0989272943980932,0.02979737783075089,0,1.5345649582836711,1.102502979737783,0,0,0,0,94.23420738974971
153,822,13296.398744745804,40,32,0,100,5777.006603350356,12.758515815085158,0.5778588807785888,0,5.778588807785889,2.281021897810219,2.204987834549878,0,0,0,76.39902676399028
154,729,10170.637374617894,40,27,0,100,8771.123272772023,19.805845731771658,0.1371742112482853,0,1.582779360557138,1.846575920649995,1.3717421124828533,0,0,0,75.25588266329007
155,771,11994.384283256875,40,29,0,100,6815.1810121715225,5.353142318122862,0,0,1.8394057304563143,1.3795542978422355,0.8017922414809574,0,0,0,90.62610541209764
156,919,14459.441402373895,40,35,1,98,3672.5676507015055,12.709466811751904,5.397170837867247,0,4.831338411316649,2.50272034820457,0.7399347116430903,0,0,0,73.81936887921654
157,729,8550.461432798991,40,18,1,98,14369.779129863973,16.978426237685497,0,0,0.5549320364135177,1.01010101010101,0.6858710562414265,0,0,0,80.77066965955856
158,872,13025.814365156002,40,27,1,98,8419.853653853223,12.835215243472122,0.07939308398023995,0,1.0497529992942838,2.0112914608327452,0.30875088214537755,0,0,0,83.71559633027525
159,730,8591.687351087068,40,20,1,98,11631.71983923441,11.39041095890411,0,0,0.7397260273972606,1.4863013698630136,1.171232876712329,0,0,0,85.2123287671233
160,799,12706.905187389944,40,29,0,100,8477.01638637898,12.299465240641712,0,0,4.141540562066219,1.3425873250654226,0.4323586301058141,0,0,0,81.78404824212083
161,1025,18402.2595745794,40,30,1,98,6474.079410396772,3.687804878048781,0,0,0.653658536585366,0.6536585365853659,0.08780487804878048,0,0,0,94.91707317073171
162,723,10425.24991824523,40,23,0,100,9179.991123283573,14.978439508583515,0,0,1.2122691400211538,0.8298755186721991,0.7891953461882678,0,0,0,82.19022048653486
163,815,11298.816147852565,40,27,1,98,8502.07373426529,5.285512033978291,0,0,0.13213780084945734,1.425200566304861,0.4436054742803209,0,0,0,92.71354412458706
164,719,10206.92149044069,40,26,0,100,7248.593695933966,10.331810053645938,0,0,0.22849195310947742,1.510033777071329,1.1424597655473872,0,0,0,86.78720445062588
165,813,13371.817080960871,40,29,0,100,6484.447456742867,1.912110030191211,0,0,0.12300123001230014,2.0351112602035113,1.4201051101420104,0,0,0,94.50967236945097
166,724,10198.071059852733,40,28,0,100,7645.523502820155,12.569060773480667,0,0,2.7048802946593002,1.3121546961325967,0.9323204419889503,0,0,0,82.48158379373848
167,787,12385.997277611554,40,27,0,100,8126.355424424737,9.608053953670218,0,0,2.9713615482357545,0.7917114651549213,0.2541296060991105,0,0,0,86.37474342684
168,716,10252.762344912784,40,23,0,100,10888.927804310988,10.729543213933617,0,0,1.100887282287216,1.5280972724285247,1.3802168912257642,0,0,0,85.26125534012488
169,724,8336.932843744877,40,22,1,98,11296.820608694363,11.80171884591774,0,0,0.5524861878453038,1.5653775322283612,0.8977900552486189,0,0,0,85.18262737875996
170,785,12309.963850749264,40,28,0,100,7564.819588947501,8.726114649681529,0,0,1.9532908704883227,1.337579617834395,0.8598726114649682,0,0,0,87.12314225053079
171,728,10389.297548619625,40,25,0,100,9180.102946117746,13.250915750915748,0.16483516483516486,0,0.9157509157509155,0.8424908424908424,0.631868131868132,0,0,0,84.1941391941392
172,909,15922.52513661232,40,35,1,98,3047.871214380389,8.294829482948295,1.078107810781078,0,3.3223322332233223,1.2981298129812981,0.066006600660066,0,0,0,85.94059405940594
173,716,10220.711555525922,40,24,0,100,8771.100868854423,12.185754189944134,0,0,0.244413407821229,1.6759776536312847,1.1958798882681565,0,0,0,84.6979748603352
174,758,9115.562969679459,40,27,1,98,8370.019048324646,15.070022325959004,0.10148163182463973,0,1.8063730464785879,1.1061497868885732,0.3551857113862391,0,0,0,81.56078749746295
175,715,10188.21663089604,40,22,0,100,10215.55611745427,15.221445221445219,0,0,0.5283605283605282,1.7327117327117327,1.5306915306915307,0,0,0,80.98679098679101
176,723,10368.486028808924,40,24,0,100,9182.020445615404,13.182918395574,0.034578146611341634,0,0.18153526970954353,1.2793914246196403,0.7866528354080221,0,0,0,84.53492392807746
177,724,10332.634503072793,40,24,0,100,9659.732907359143,15.754488950276244,0.03453038674033149,0,0.2503453038674033,1.3294198895027622,1.4157458563535912,0,0,0,81.21546961325967
178,763,11761.32648668145,40,24,0,100,9871.741782052142,10.042595019659242,0,0,1.3433813892529491,1.4744429882044559,1.2368938401048493,0,0,0,85.9026867627785
179,746,8975.937972805254,40,28,1,98,8065.034159824307,11.20420017873101,0,0,1.150580875781948,0.6702412868632708,0.11170688114387847,0,0,0,86.8632707774799
180,780,12228.140440948617,40,24,0,100,10212.948679321735,13.966346153846155,0,0,1.426282051282051,0.905448717948718,0.5608974358974359,0,0,0,83.14102564102564
181,709,9876.318689289454,40,23,0,100,9596.192813689053,13.639757736663073,0,0,0.5392848253546836,1.5846677175806854,2.2069194391437814,0,0,0,82.02937028125778
182,728,10578.78097477953,40,27,0,100,8548.240305234678,6.741335587489434,0,0,1.0249366018596786,0.8453085376162299,0.41208791208791207,0,0,0,90.97633136094674
183,725,10386.475016508224,40,25,0,100,10102.39428145592,12.229885057471266,0,0,1.5816091954022986,1.839080459770115,1.4252873563218391,0,0,0,82.92413793103447
184,801,12722.567947223326,40,27,1,98,8705.672888122877,12.993373667530971,0,0,2.1127436857773936,0.6626332469029099,0.3841352155958898,0,0,0,83.84711418419285
185,820,13624.7213602651,40,29,0,100,5926.789628170439,1.5077605321507759,0,0,0.12195121951219509,1.9290465631929046,0.8314855875831486,0,0,0,95.60975609756098
186,730,10310.726758148874,40,25,0,100,9369.792212240787,17.954337899543376,0.0365296803652968,0,2.255707762557077,1.4246575342465755,1.1324200913242009,0,0,0,77.19634703196346
187,730,10458.490560332899,40,25,0,100,9441.627023613337,17.251141552511417,0,0,1.2420091324200913,1.4794520547945207,0.4840182648401826,0,0,0,79.5433789954338
188,982,16647.178919013502,40,28,1,98,10688.371345428508,17.498302783435168,0.3224711473183978,0,5.0407331975560075,1.5274949083503055,0.8655804480651732,0,0,0,74.74541751527495
189,721,10250.79642053379,40,23,0,100,9993.36789199274,14.269397079220035,0,0,0.6771640695112996,1.941747572815534,1.6154034429305704,0,0,0,81.49628783552255
190,898,15963.175779369274,40,29,1,98,8434.150837709814,13.535128568536141,0.35432273739623404,0,3.77606802996558,1.7412431666329216,0.17209961530674223,0,0,0,80.42113788216238
191,718,10111.078084966677,40,27,0,100,7259.6739587810125,11.677737304478251,0,0,1.274908935076066,0.7285193914720377,0.5999571459181486,0,0,0,85.7188772230555
192,793,12766.554791284181,40,26,0,100,8303.153727659177,8.872275265717887,0,0,1.5222482435597193,1.1079084849576653,0.40533237254548726,0,0,0,88.09223563321925
193,724,10160.190236666334,40,30,0,100,6753.109838005752,10.566298342541437,0.17955801104972374,0,0.8563535911602209,1.6574585635359118,0.30386740331491713,0,0,0,86.4364640883978
194,727,10445.158916831333,40,22,0,100,10220.994420805082,17.362066330429464,0.03056701818737582,0,0.6342656273880479,1.2226807274950329,1.0774873911049978,0,0,0,79.6729329053951
195,797,12868.706834457353,40,26,0,100,9426.198682386557,8.720200752823088,0,0,2.222620541315649,1.9447929736511922,1.3622512995160423,0,0,0,85.75013443269403
196,717,10401.743415622326,40,20,0,100,11931.936935680329,11.952580195258022,0,0,0.4881450488145049,1.3807531380753137,1.4923291492329152,0,0,0,84.68619246861924
197,730,10629.014992850029,40,25,0,100,9919.582567021216,11.050228310502284,0,0,0.8219178082191781,1.497716894977169,0.858447488584475,0,0,0,85.77168949771689
198,728,10155.474103855875,40,29,0,100,6126.752111705074,16.27122877122877,0.41208791208791207,0,0.949050949050949,2.3351648351648353,1.2362637362637363,0,0,0,78.79620379620378
199,802,10443.598300796579,40,30,1,98,6638.803136627786,13.591022443890274,0.18703241895261843,0,2.169576059850374,1.4837905236907731,0.5236907730673317,0,0,0,82.04488778054862
