episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD
40,1511,27381.0171503981,40,20,5,90,2084.0000000000005,5.741230972865653,90.92488418266049,0,1.7868960953011253,0.4549966909331568,1.0919920582395763,0
41,1339,12523.165834972042,40,21,8,84,1707.9999999999993,6.902805931932146,90.00320068281233,0,0.09602048436999894,0.8855222447455458,2.112450656139977,0
42,1379,18171.22505366901,40,24,6,88,1645.9999999999955,6.145757795503988,87.69035532994924,0,2.9006526468455403,1.0877447425670776,2.1754894851341553,0
43,1637,31666.564114568977,40,21,5,90,3184.0000000000014,9.285277947464875,85.25176716991012,0,2.443494196701283,0.855222968845449,2.1642377170782794,0
44,1402,20835.274688965914,40,23,6,88,1417.9999999999986,6.747503566333809,88.83024251069901,0,1.4550641940085594,1.0556348074179742,1.9115549215406562,0
45,1218,10314.860817181281,40,22,7,86,2229.9999999999964,10.87848932676519,83.85331143951834,0,2.5177887246852766,0.8894362342638205,1.8609742747673783,0
46,1638,31454.784459804017,40,24,5,90,1734.0,8.333333333333334,85.94322344322345,0,3.5714285714285716,0.8241758241758241,1.327838827838828,0
47,1371,18352.574482380183,40,23,6,88,2803.999999999998,14.587892049598834,78.7308533916849,0,4.463894967177243,0.8169219547775348,1.400437636761488,0
48,1206,8417.568839560196,40,24,9,82,1187.9999999999966,9.100331674958541,86.87810945273631,0,1.8449419568822554,0.8084577114427861,1.3681592039800996,0
49,1512,27142.468756571594,40,23,4,92,1939.9999999999989,5.582010582010582,91.64021164021165,0,1.4947089947089944,0.6216931216931216,0.6613756613756613,0
50,1324,21164.012851581203,40,20,5,90,2170.0,6.419939577039274,89.03889728096678,0,2.8512084592145017,0.7175226586102719,0.9724320241691844,0
51,1020,13631.75973475803,40,15,3,94,3187.9999999999986,9.321266968325792,87.04374057315233,0,0.889894419306184,0.9351432880844645,1.8099547511312215,0
52,1344,22412.79192520529,40,21,4,92,2268.0000000000014,8.301445578231291,86.44770408163264,0,2.5403911564625847,1.4987244897959184,1.2117346938775508,0
53,1346,4638.299430747006,40,26,13,74,1206.0000000000007,15.453194650817235,77.11738484398217,0,6.426448736998514,0.4829123328380386,0.5200594353640415,0
54,1051,12485.705224404144,40,18,4,92,2663.9999999999964,9.010466222645102,88.64890580399619,0,0.6089438629876307,0.7326355851569933,0.9990485252140819,0
55,1203,10120.762036741584,40,21,7,86,3823.999999999998,17.005106281914262,76.23797648735304,0,3.764398527490797,1.0568816055100345,1.9356370977318609,0
56,1249,14085.362192580522,40,20,7,86,2006.0000000000014,7.816253002401921,89.19135308246597,0,0.8206565252201762,0.7706164931945556,1.4011208967173738,0
57,1448,27405.669217761988,40,24,3,94,1702.0000000000002,3.401243093922652,93.50828729281767,0,1.1567679558011048,0.880524861878453,1.0531767955801103,0
58,1196,23345.5544388578,40,20,2,96,3365.9999999999977,10.242474916387959,81.76212374581941,0,4.609113712374582,0.6479933110367893,2.738294314381271,0
59,1292,19815.549508860367,40,19,5,90,2521.9999999999995,7.739938080495355,88.16649466804266,0,1.9349845201238391,0.9889920880632956,1.1695906432748537,0
60,1233,4281.5267121658435,40,25,10,80,3002.0,22.898080562314142,58.907812922411466,0,17.51824817518248,0.5136523384698567,0.16220600162206003,0
61,1326,3642.210061648556,40,24,13,74,1269.9999999999989,8.31447963800905,87.48114630467572,0,3.33710407239819,0.5467571644042232,0.3205128205128205,0
62,1241,22302.44746126297,40,18,2,96,2840.0000000000023,8.984689766317487,87.51007252215953,0,1.0072522159548751,1.0475423045930703,1.4504431909750204,0
63,1161,20352.959977277216,40,23,2,96,2681.999999999999,9.801894918173987,81.3953488372093,0,3.669250645994832,2.0844099913867358,3.0490956072351425,0
64,1134,21209.414649178805,40,18,1,98,3402.000000000001,9.55026455026455,83.89770723104056,0,3.2363315696649027,1.1022927689594355,2.2134038800705467,0
65,1219,15650.140351448572,40,18,6,88,2489.9999999999964,7.7768662838392135,88.9827727645611,0,1.074651353568499,0.8039376538146021,1.361771944216571,0
66,1175,13361.2675500279,40,23,6,88,1724.0000000000005,10.110638297872342,84.81702127659575,0,3.591489361702127,0.5106382978723404,0.9702127659574469,0
67,1297,17486.851152801366,40,24,5,90,3157.999999999999,15.45875096376253,75.42405551272167,0,6.168080185042406,0.7902852737085582,2.158828064764842,0
68,1502,20872.302842017903,40,24,8,84,1383.9999999999984,7.673102529960053,87.30026631158455,0,0.9653794940079893,1.1817576564580559,2.879494007989347,0
69,1156,17882.07488427007,40,19,3,94,4089.999999999999,12.110726643598616,79.3829296424452,0,5.296039984621299,0.9611687812379854,2.2491349480968856,0
70,1073,21929.176610749233,40,15,0,100,4297.999999999995,10.73912108394867,83.59022152125601,0,2.5808301670370635,1.0036561760699692,2.086171051688293,0
71,1299,4170.4908068500035,40,26,12,76,1361.9999999999998,18.36027713625866,73.32563510392609,0,6.274056966897613,0.46189376443418007,1.5781370284834488,0
72,1506,29483.194311400588,40,20,3,94,2618.0,6.739707835325365,90.83665338645416,0,0.4233067729083665,0.7304116865869853,1.2699203187250996,0
73,1192,14867.829613759146,40,23,5,90,3497.9999999999995,17.818791946308725,71.51006711409396,0,4.446308724832215,2.751677852348993,3.4731543624161074,0
74,1169,10079.21875821619,40,24,8,84,2778.000000000001,21.107784431137727,68.79811804961506,0,6.394354148845167,1.4970059880239521,2.2027373823781007,0
75,1311,11310.975866366123,40,26,9,82,1178.0,12.395118230358506,76.69717772692601,0,8.543096872616324,0.8390541571319604,1.5255530129672006,0
76,1565,33563.39055947615,40,19,3,94,2392.0,5.473908413205538,90.92651757188499,0,1.640042598509052,0.58217962371317,1.377351792687256,0
77,1147,19450.67118072392,40,20,3,94,4213.999999999998,15.998256320836967,76.34045335658239,0,4.77332170880558,0.6974716652136006,2.190496948561465,0
78,1178,12482.445855317792,40,21,7,86,3767.999999999999,16.068396798447733,74.39970894979383,0,4.026194518554451,2.752849866601989,2.7528498666019887,0
79,1053,16787.29143598246,40,19,2,96,3197.5636913741146,11.670359818507968,82.09348950089691,0,3.8619816397594176,1.0024269283528544,1.371742112482853,0
80,1375,11973.728050256874,40,25,9,82,1533.9999999999995,8.193939393939395,86.93333333333334,0,2.9333333333333336,0.2909090909090909,1.6484848484848484,0
81,1234,22673.509509920914,40,20,2,96,3615.2631305432847,12.864667747163695,81.13857374392221,0,4.406401944894651,0.46596434359805516,1.1243922204213939,0
82,1223,8462.687079758327,40,23,9,82,2181.999999999999,11.545380212591986,80.88307440719542,0,3.7285363859362226,1.2755519215044973,2.567457072771872,0
83,1600,17385.285220558686,40,25,10,80,982.0000000000005,5.25,88.5,0,2.5,1.2708333333333335,2.4791666666666665,0
84,1372,15673.775996357892,40,24,8,84,900.0000000000001,5.521137026239066,91.29008746355686,0,1.7310495626822155,0.5102040816326531,0.9475218658892128,0
85,1510,28848.561924566657,40,23,4,92,1372.0000000000002,6.529801324503311,90.21192052980132,0,2.331125827814569,0.7019867549668874,0.22516556291390732,0
86,1382,11425.400893448243,40,26,10,80,773.9999999999998,4.992764109985528,85.27496382054993,0,8.068017366136035,0.723589001447178,0.9406657018813315,0
87,1110,9833.153918562957,40,25,6,88,2571.9999999999995,22.612612612612615,67.0870870870871,0,6.126126126126126,1.2912912912912913,2.8828828828828827,0
88,1226,13095.962961246603,40,23,6,88,2589.9999999999973,13.556280587275694,77.61827079934746,0,5.872756933115824,1.2561174551386622,1.696574225122349,0
89,1267,14478.421678583249,40,21,7,86,1452.0000000000007,5.94204532641786,90.68666140489346,0,0.7892659826361483,1.127522832337355,1.4545044537151879,0
90,1250,10444.18482489724,40,20,9,82,1456.0,5.720000000000001,92.32999999999998,0,0.8500000000000001,0.39,0.71,0
91,1260,17194.028096778453,40,19,6,88,3687.999999999996,11.54320987654321,82.92768959435628,0,2.4779541446208113,0.8112874779541446,2.239858906525573,0
