episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD,state HOLD - JOYSTICK,state HOLD - NO JOYSTICK,state HOLD - BC,state HOLD - BENCHMARK,simulation,formation,ratio friend:enemy
120,992,13190.863884414475,28,16,0,98,41197.40721728397,2.814180107526881,0.0,0,0.1890120967741935,2.8393817204301084,5.145329301075268,0,0,0,89.01209677419355,0,behavior_clone_8198,False,1:0.7
121,1152,16314.014966626924,28,16,0,92,43979.430832905346,1.2333622685185184,0.0,0,0.0868055555555555,3.172019675925927,5.081741898148147,0,0,0,90.42607060185186,0,behavior_clone_8198,False,1:0.7
122,1090,14516.176029380104,28,14,0,92,42967.704219939704,5.568101623147494,0.0,0,0.2999294283697953,3.228652081863092,6.369089625970359,0,0,0,84.53422724064926,0,behavior_clone_8198,False,1:0.7
123,1133,15402.614700195456,28,14,0,98,34081.89428702968,3.112906510964763,0.0,0,0.0950505804874736,3.2011677642745604,6.022133206599226,0,0,0,87.56874193767396,0,behavior_clone_8198,False,1:0.7
124,1117,15732.156439867673,28,16,0,94,38401.41663833795,1.5704267382870782,0.0,0,0.0895255147717099,3.696657714115189,7.065055207400776,0,0,0,87.57833482542526,0,behavior_clone_8198,False,1:0.7
125,1139,16264.267619704684,28,17,0,98,25966.086689918797,2.0574874985685385,0.0,0,0.0916135435355193,4.649387334427606,6.363324044737947,0,0,0,86.83818757873037,0,behavior_clone_8198,False,1:0.7
126,1340,21126.83407275216,28,12,0,92,55132.020972699145,1.8896588486140729,0.0,0,0.0746268656716417,2.1348614072494665,4.930703624733475,0,0,0,90.97014925373132,0,behavior_clone_8198,False,1:0.7
127,1208,17210.367622479094,28,22,0,94,30107.088873285065,2.8375643855776307,0.0,0,0.0965783664459161,2.216703458425313,4.580573951434878,0,0,0,90.26857983811628,0,behavior_clone_8198,False,1:0.7
128,1195,17154.548978824554,28,13,0,94,59828.60691994841,2.857585619091896,0.0,0,0.1208740120874012,2.99395629939563,5.306059197272587,0,0,0,88.72152487215251,0,behavior_clone_8198,False,1:0.7
129,1157,16336.551913893907,28,19,0,98,17433.208297215824,2.613491377536322,0.0,0,0.0946618924147013,3.11561098077952,5.906078939786804,0,0,0,88.27015680948266,0,behavior_clone_8198,False,1:0.7
130,1004,12583.160941249207,28,20,0,92,54208.81541427791,2.4651394422310755,0.0,0,0.1095617529880478,2.694223107569721,7.30577689243028,0,0,0,87.42529880478088,0,behavior_clone_8198,False,1:0.7
131,1378,21189.01300744108,28,15,0,92,68693.68872572554,0.9375907111756168,0.0,0,0.0725689404934687,3.1001451378809866,5.518142235123367,0,0,0,90.37155297532657,0,behavior_clone_8198,False,1:0.7
132,1165,16451.703041995792,28,14,0,94,13855.338235092939,2.941564872895345,0.0,0,0.0891383294816771,3.4301749752393533,5.830307032023772,0,0,0,87.70881479035985,0,behavior_clone_8198,False,1:0.7
133,1058,14083.315439129365,28,18,0,98,56349.57660936802,2.620725210517271,0.0,0,0.1117030417597525,2.8999828149166524,5.3832273586526895,0,0,0,88.98436157415364,0,behavior_clone_8198,False,1:0.7
134,1284,18919.25395511992,28,22,0,96,72937.64127275674,2.1287642782969884,0.0,0,0.0778816199376947,3.976289373485635,8.160263066805122,0,0,0,85.65680166147457,0,behavior_clone_8198,False,1:0.7
135,1138,16174.951360182316,28,18,0,96,23400.210527486855,1.5817223198594026,0.0,0,0.0878734622144112,3.47899025403419,6.147148106726314,0,0,0,88.7042658571657,0,behavior_clone_8198,False,1:0.7
136,940,11540.13080351134,28,13,0,92,82651.26515324648,3.195429472025217,0.0,0,0.1300236406619385,3.1520882584712364,5.04728132387707,0,0,0,88.47517730496455,0,behavior_clone_8198,False,1:0.7
137,1028,13397.555264414876,28,22,0,96,52576.6299577835,3.3884565499351487,0.0,0,0.0972762645914396,3.8802421098140942,5.993298746217033,0,0,0,86.64072632944227,0,behavior_clone_8198,False,1:0.7
138,1555,25892.91941736507,28,18,0,92,36257.14713798373,1.2949429991230632,0.0,0,0.0643086816720256,3.60128617363344,5.352236188249052,0,0,0,89.68722595732241,0,behavior_clone_8198,False,1:0.7
139,1295,19380.7459059784,28,22,0,92,45801.37588717247,3.0416130416130414,0.0,0,0.0772200772200772,2.4710424710424714,4.676104676104677,0,0,0,89.73401973401977,0,behavior_clone_8198,False,1:0.7
140,1092,14472.466276387977,28,25,0,92,55150.56652780442,1.3675213675213675,0.0,0,0.2075702075702076,2.814407814407814,6.642246642246644,0,0,0,88.96825396825398,0,behavior_clone_8198,False,1:0.7
141,1265,18635.97978809586,28,19,0,96,50266.793553495474,1.4153961980048937,0.0,0,0.0790513833992094,3.3615659702616223,5.590062111801243,0,0,0,89.55392433653302,0,behavior_clone_8198,False,1:0.7
142,1208,18362.579279528683,28,17,0,92,58899.646964544896,2.616613878491218,0.0,0,0.0827814569536423,2.566225165562914,4.668154333429312,0,0,0,90.0662251655629,0,behavior_clone_8198,False,1:0.7
143,1135,15265.427540089351,28,18,0,94,30292.6678752196,5.106127352823388,0.0,0,0.1361633960752903,2.591109331197437,4.813776531838205,0,0,0,87.35282338806567,0,behavior_clone_8198,False,1:0.7
144,1151,16621.314676667705,28,18,0,98,51934.44059861099,2.705157570492062,0.0,0,0.0908301082063027,3.988626490798515,6.413395466392859,0,0,0,86.80199036411027,0,behavior_clone_8198,False,1:0.7
145,1195,16722.127441803954,28,22,0,98,17576.072361154656,1.5620641562064157,0.0,0,0.0836820083682008,3.3193863319386323,5.741515574151558,0,0,0,89.29335192933519,0,behavior_clone_8198,False,1:0.7
146,1483,23447.895714144637,28,21,0,92,46090.51439021496,1.6609291265926112,0.0,0,0.0674308833445718,2.8569400574937,4.890513539411577,0,0,0,90.52418639315754,0,behavior_clone_8198,False,1:0.7
147,1093,14981.370705633764,28,13,0,98,34514.52240950723,1.7756090949137606,0.0,0,0.1118227101758666,2.7786249195215333,6.062146318321982,0,0,0,89.27179695706687,0,behavior_clone_8198,False,1:0.7
148,1327,20409.860764159326,28,19,0,96,35759.93774055353,2.063372447697994,0.0,0,0.0789464240858362,3.0107295367280296,4.855205081278932,0,0,0,89.99174651020921,0,behavior_clone_8198,False,1:0.7
149,1306,19985.1081251188,28,17,0,96,74668.10612143391,0.5859244956388574,0.0,0,0.0765696784073507,3.399027897995873,5.799320860243692,0,0,0,90.13915706771424,0,behavior_clone_8198,False,1:0.7
150,1374,21362.68329728364,28,12,0,98,74153.96981540792,1.879288833437305,0.0,0,0.0727802037845706,2.186005406529424,4.195258889582032,0,0,0,91.66666666666669,0,behavior_clone_8198,False,1:0.7
151,1276,19445.59294552132,28,18,0,96,62268.820106206236,1.9485608435451696,0.0,0,0.2101738387004844,3.216728412653177,5.443146195497293,0,0,0,89.18139070960386,0,behavior_clone_8198,False,1:0.7
152,1046,13858.938249073182,28,18,0,98,26659.143256717285,0.903876238484269,0.0,0,0.121675647488267,4.402051103771945,6.205458021901616,0,0,0,88.36693898835391,0,behavior_clone_8198,False,1:0.7
153,1109,14939.839638542568,28,16,0,98,45870.80383763215,1.8409978960024047,0.0,0,0.0901713255184851,3.261196272918545,6.330778479110309,0,0,0,88.47685602645024,0,behavior_clone_8198,False,1:0.7
154,1164,16316.870301531915,28,24,0,98,68067.15012129831,3.404209621993127,2.174613402061856,0,0.1449742268041237,2.824312714776632,5.906357388316152,0,0,0,85.54553264604813,0,behavior_clone_8198,False,1:0.7
155,1299,19951.12108820254,28,18,0,92,52495.90344481522,2.3724543355028342,0.0,0,0.090979074812793,3.838617118062845,5.934635033942192,0,0,0,87.76331443767936,0,behavior_clone_8198,False,1:0.7
156,1169,16463.160693504244,28,17,0,98,97189.40381283543,0.9223788447948822,0.0,0,0.0855431993156544,4.17302041878975,6.958753300851713,0,0,0,87.86030423624801,0,behavior_clone_8198,False,1:0.7
157,1216,17313.066814174734,28,19,0,92,57023.85345539106,2.745144110275689,0.0,0,0.0822368421052631,3.0975877192982457,5.646929824561404,0,0,0,88.42810150375941,0,behavior_clone_8198,False,1:0.7
158,1456,23509.079097607453,28,18,0,98,54823.4086373778,1.2987012987012987,0.0,0,0.0967782217782217,3.1343656343656345,4.926323676323677,0,0,0,90.54383116883118,0,behavior_clone_8198,False,1:0.7
159,1486,24015.38460718424,28,13,0,98,47999.72151510605,2.3951946562982904,0.0,0,0.0672947510094213,2.1035840685907976,4.296894471860825,0,0,0,91.13703205224066,0,behavior_clone_8198,False,1:0.7
160,1242,18299.85057669795,28,22,0,98,49158.94370035253,0.7648953301127215,0.0,0,0.0805152979066022,3.1311504741456435,4.978529253891573,0,0,0,91.04490964394348,0,behavior_clone_8198,False,1:0.7
161,1063,14794.291815309323,28,14,0,96,48249.41216122532,2.53274477169115,0.0,0,0.1013097908676459,2.8294377306606844,5.836167595339751,0,0,0,88.70034011144077,0,behavior_clone_8198,False,1:0.7
162,1235,18270.857388945456,28,18,0,92,62611.62312883491,1.31762973868237,0.0,0,0.0809716599190283,3.4081707765918288,5.384615384615386,0,0,0,89.8086124401914,0,behavior_clone_8198,False,1:0.7
163,1215,17377.17856898858,28,20,0,92,70506.30170404798,2.497942386831276,0.0,0,0.2222222222222222,2.744855967078189,6.802469135802468,0,0,0,87.73251028806585,0,behavior_clone_8198,False,1:0.7
164,1133,15868.541283731369,28,15,0,98,35474.66456592482,3.2338923212709623,0.0,0,0.088261253309797,3.156222418358341,4.667255075022065,0,0,0,88.85436893203884,0,behavior_clone_8198,False,1:0.7
165,1137,15795.623027810974,28,13,0,98,28902.383686400586,2.0945307664744783,0.0,0,0.1009804879637773,2.996840287957262,6.469266099872959,0,0,0,88.33838235773152,0,behavior_clone_8198,False,1:0.7
166,1173,17196.662597996878,28,15,0,96,13833.322971693728,2.3461210571184994,0.0,0,0.1841432225063938,2.257459505541347,4.702472293265132,0,0,0,90.50980392156865,0,behavior_clone_8198,False,1:0.7
167,1305,19599.23696586001,28,16,0,96,62066.03600577259,2.5319284802043422,0.0,0,0.0766283524904214,3.16411238825032,5.833333333333332,0,0,0,88.39399744572158,0,behavior_clone_8198,False,1:0.7
168,1334,20235.95627234585,28,19,0,96,26940.30165665816,2.1667737559791536,0.0,0,0.0785321624901834,2.8164489183979438,4.390661811951168,0,0,0,90.54758335118156,0,behavior_clone_8198,False,1:0.7
169,1551,25481.2880188018,28,23,0,92,4210.396528092213,1.721849281298593,0.0,0,0.0644745325596389,2.3628019873326505,4.179466757689537,0,0,0,91.67140744111958,0,behavior_clone_8198,False,1:0.7
170,941,11578.663853848098,28,13,0,92,58330.12914715145,3.0385326878419336,0.0,0,0.106269925611052,3.687960011020584,5.927500295194238,0,0,0,87.2397370803322,0,behavior_clone_8198,False,1:0.7
171,1172,16747.599186269046,28,17,0,92,100457.70951139143,2.478112479596379,0.0,0,0.1372607211752485,4.455408814364149,5.397685116486125,0,0,0,87.53153286837812,0,behavior_clone_8198,False,1:0.7
172,1002,13009.465178088332,28,12,0,98,52356.46710657414,3.2791559737667524,0.0,0,0.1675220986598232,2.9797547761619616,5.909609352723125,0,0,0,87.66395779868833,0,behavior_clone_8198,False,1:0.7
173,1107,14952.070783514238,28,17,0,92,65790.66455454587,1.8616707906209495,0.0,0,0.1767408978437611,3.546600683398138,5.938494167550371,0,0,0,88.4764934605868,0,behavior_clone_8198,False,1:0.7
174,947,11775.754330973588,28,14,0,94,53013.61128765013,4.057347087970108,0.0,0,0.1583949313621964,3.40346032003899,6.41296401592072,0,0,0,85.96783364470798,0,behavior_clone_8198,False,1:0.7
175,1113,14927.272971799295,28,16,0,94,48760.598905857914,2.590595986822402,0.0,0,0.0898472596585804,3.009883198562444,6.278077268643306,0,0,0,88.03159628631327,0,behavior_clone_8198,False,1:0.7
176,1409,22212.327537467943,28,19,0,96,68912.78013330695,1.6526411842238673,0.0,0,0.0980093953834194,2.7476427050593126,5.941397140829363,0,0,0,89.56030957450405,0,behavior_clone_8198,False,1:0.7
177,1094,15488.667665912024,28,15,0,92,43669.30584470366,0.7934186471663619,0.0,0,0.0914076782449726,4.043875685557587,5.43692870201097,0,0,0,89.63436928702009,0,behavior_clone_8198,False,1:0.7
178,1045,13738.93008912206,28,16,0,94,56140.50053961693,3.5685805422647525,0.0,0,0.1076555023923445,3.3891547049441786,6.000797448165869,0,0,0,86.93381180223285,0,behavior_clone_8198,False,1:0.7
179,1215,17975.747532679132,28,19,0,96,53667.350957423114,1.924358220654517,0.0,0,0.1058201058201058,3.2059572800313543,5.937683715461493,0,0,0,88.82618067803253,0,behavior_clone_8198,False,1:0.7
180,1203,17322.918702174713,28,20,0,92,32696.282743290478,1.85785536159601,0.0,0,0.0831255195344971,2.535328345802162,4.846217788861181,0,0,0,90.67747298420612,0,behavior_clone_8198,False,1:0.7
181,1094,15259.36513488351,28,17,0,98,69900.29681654452,0.7551069072410779,0.0,0,0.0914076782449725,2.666719656625069,6.088546220491217,0,0,0,90.39821953739768,0,behavior_clone_8198,False,1:0.7
182,1228,17682.20183667382,28,22,0,94,42735.78610571067,2.755157437567861,0.0,0,0.1040535649656171,3.207564241766196,5.686753528773073,0,0,0,88.24647122692724,0,behavior_clone_8198,False,1:0.7
183,1215,17723.319545055856,28,17,0,98,32914.26717307631,2.476292717838612,0.0,0,0.1109321882268742,2.809089282519234,5.407049561638934,0,0,0,89.19663624977636,0,behavior_clone_8198,False,1:0.7
184,1348,21231.52753434993,28,16,0,92,62373.805317279606,1.07566765578635,0.0,0,0.108184965380811,1.743323442136499,4.923961424332344,0,0,0,92.14886251236398,0,behavior_clone_8198,False,1:0.7
185,1354,20992.94227369153,28,19,0,94,31090.223638292053,1.5861292818456778,0.0,0,0.0738552437223042,3.344587465710066,4.568474361679679,0,0,0,90.42695364704228,0,behavior_clone_8198,False,1:0.7
186,1089,15133.297431409395,28,18,0,92,48023.17311342397,2.475164871859086,0.0,0,0.2546122380833124,3.810835629017447,5.409466566491359,0,0,0,88.0499206945488,0,behavior_clone_8198,False,1:0.7
187,1184,17081.672488538363,28,21,0,98,45610.747800655765,2.6182432432432434,0.0,0,0.0844594594594594,2.738264580369844,5.076458036984353,0,0,0,89.4825746799431,0,behavior_clone_8198,False,1:0.7
188,1401,21985.22454121635,28,17,0,94,72676.0005055168,1.7409924588027186,0.0,0,0.0713775874375446,2.3958042392080188,5.173323402538559,0,0,0,90.61850231201316,0,behavior_clone_8198,False,1:0.7
189,1181,17276.382369216728,28,14,0,98,60771.497323654316,2.5565036149286784,0.0,0,0.1400377776330359,3.0710610304175083,4.266267179052953,0,0,0,89.96613039796783,0,behavior_clone_8198,False,1:0.7
190,1341,20792.08387344788,28,20,0,92,47330.864383920634,2.2520507084265478,0.0,0,0.0745712155108127,2.971662938105891,5.816554809843401,0,0,0,88.88516032811336,0,behavior_clone_8198,False,1:0.7
191,1775,30241.205719964182,28,20,0,92,66536.24573514398,1.380281690140845,0.0,0,0.076056338028169,2.664788732394366,3.743661971830986,0,0,0,92.13521126760564,0,behavior_clone_8198,False,1:0.7
192,1213,17435.14278137354,28,18,0,98,78327.12255644528,1.7837068125608933,0.0,0,0.0824402308326463,3.3013565165255185,6.400359739189089,0,0,0,88.43213670089186,0,behavior_clone_8198,False,1:0.7
193,1261,19019.55051486026,28,12,0,94,65639.34507873157,2.599977342245384,0.0,0,0.0793021411578112,2.039197915486575,4.596691967825988,0,0,0,90.68483063328424,0,behavior_clone_8198,False,1:0.7
194,1240,18031.71253582448,28,16,0,98,51825.18397960732,1.381048387096774,0.0,0,0.0873655913978494,3.057795698924731,6.293682795698925,0,0,0,89.18010752688173,0,behavior_clone_8198,False,1:0.7
195,1205,17741.253711012647,28,18,0,92,23333.55061467533,0.7091663523198793,0.0,0,0.1395699735948699,3.738211995473407,6.465484722746134,0,0,0,88.94756695586572,0,behavior_clone_8198,False,1:0.7
196,1161,16318.584499255325,28,20,0,98,25915.021724315207,0.2799310938845822,0.0,0,0.0861326442721791,2.56244616709733,6.24031007751938,0,0,0,90.83118001722652,0,behavior_clone_8198,False,1:0.7
197,1263,18997.309278978875,28,21,0,92,40411.43714802455,1.6877109638704837,0.0,0,0.0791765637371338,3.0962203608784438,5.6132016502062765,0,0,0,89.52369046130768,0,behavior_clone_8198,False,1:0.7
198,1201,17450.926333435433,28,15,0,98,38342.08459005639,1.935054121565362,0.0,0,0.0832639467110741,2.457951706910908,5.065778517901749,0,0,0,90.45795170691092,0,behavior_clone_8198,False,1:0.7
199,1316,19569.14312295133,28,18,0,94,46066.47191242798,2.2416413373860182,0.0,0,0.0759878419452887,2.839182094501244,4.649074329925394,0,0,0,90.19411439624204,0,behavior_clone_8198,False,1:0.7
