episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD,state HOLD - JOYSTICK,state HOLD - NO JOYSTICK,state HOLD - BC,state HOLD - BENCHMARK,simulation,formation,ratio friend:enemy
55,1808,35850.523114709,40,26,5,90,4376.125181803407,11.42146017699115,25.912610619469028,0,9.513274336283184,0.0829646017699115,0.3042035398230088,0,0,0,52.76548672566372,0,behavior_clone_32768,False,0.7:1
56,1606,20170.86903508565,40,26,9,82,3622.183548128013,14.570361145703613,35.273972602739725,0,7.004981320049813,1.2141967621419676,1.5566625155666252,0,0,0,40.37982565379826,0,behavior_clone_32768,False,0.7:1
57,1558,34461.732148319345,40,24,1,98,6534.26534583484,7.862644415917844,0.0,0,5.022464698331194,1.0430038510911424,1.2997432605905008,0,0,0,84.77214377406932,0,behavior_clone_32768,False,0.7:1
58,1314,28894.59149731458,40,20,0,100,10006.193521514455,9.998097412480972,0.0,0,4.204718417047183,1.06544901065449,3.6054033485540327,0,0,0,81.1263318112633,0,behavior_clone_32768,False,0.7:1
59,1292,26962.235148948927,40,22,0,100,8194.119171798184,11.003611971104233,0.0,0,7.0562435500516,1.5608875128998967,1.8833849329205368,0,0,0,78.49587203302374,0,behavior_clone_32768,False,0.7:1
60,1131,22838.86247607923,40,21,0,100,8926.238669818265,10.812176329417708,0.0,0,6.984969053934571,1.136794240242516,2.058860679550335,0,0,0,79.00719969685487,0,behavior_clone_32768,False,0.7:1
61,1353,28381.036034111166,40,24,1,98,4966.547029223366,4.859571322985957,0.0,0,3.787878787878788,3.566149297856615,5.099778270509978,0,0,0,82.68662232076866,0,behavior_clone_32768,False,0.7:1
62,1661,30609.01354207489,40,24,5,90,6879.40840567761,7.766405779650813,0.4063816977724263,0,3.80794701986755,1.1288380493678507,2.664057796508128,0,0,0,84.22636965683323,0,behavior_clone_32768,False,0.7:1
63,1976,41265.76241537961,40,26,5,90,2757.456874864163,10.526315789473683,43.699392712550605,0,10.349190283400809,0.2530364372469635,0.0506072874493927,0,0,0,35.121457489878544,0,behavior_clone_32768,False,0.7:1
64,1493,32408.97387252288,40,20,1,98,10952.097281234132,8.958472873409244,0.0,0,3.1982585398526453,1.6493636972538517,2.930341594105827,0,0,0,83.26356329537843,0,behavior_clone_32768,False,0.7:1
65,1373,30773.25554589425,40,19,0,100,12064.461311913827,5.624342477947721,0.0,0,0.6716840657117423,2.6786436837420085,5.163065468964959,0,0,0,85.86226430363357,0,behavior_clone_32768,False,0.7:1
66,1822,39871.02751732714,40,26,3,94,4505.742955453707,13.309549945115258,22.74972557628979,0,10.071350164654223,0.5762897914379803,3.3754116355653125,0,0,0,49.91767288693744,0,behavior_clone_32768,False,0.7:1
67,1845,42465.013402556615,40,23,2,94,9633.172103793222,10.40650406504065,0.086720867208672,0,3.934959349593496,1.0514905149051492,1.4308943089430894,0,0,0,83.08943089430895,0,behavior_clone_32768,False,0.7:1
68,1975,42870.77699273823,40,26,4,92,3350.006012096035,6.810126582278481,22.0,0,8.278481012658228,0.0,0.0,0,0,0,62.911392405063296,0,behavior_clone_32768,False,0.7:1
69,1810,26783.86797343845,40,26,9,82,2896.5641734008755,5.359116022099448,52.513812154696126,0,5.80110497237569,2.016574585635359,4.226519337016574,0,0,0,30.0828729281768,0,behavior_clone_32768,False,0.7:1
70,1650,39225.382124200994,40,23,0,100,9132.883737030483,13.575757575757574,0.0,0,7.151515151515151,0.6424242424242423,1.0666666666666669,0,0,0,77.56363636363636,0,behavior_clone_32768,False,0.7:1
71,1272,24873.72361440649,40,21,1,98,11809.86992162744,8.760107816711589,0.0,0,3.930817610062893,1.1904761904761905,3.897124887690925,0,0,0,82.2214734950584,0,behavior_clone_32768,False,0.7:1
72,1459,30138.49944027513,40,24,1,96,6042.166128815808,14.787525702535984,0.0,0,8.139136394790953,0.5311857436600411,1.5764222069910898,0,0,0,74.96572995202193,0,behavior_clone_32768,False,0.7:1
73,1714,42160.82318574838,40,18,0,100,14807.217566141344,7.77712952158693,0.0,0,2.8529754959159863,1.3010501750291714,2.9754959159859977,0,0,0,85.09334889148192,0,behavior_clone_32768,False,0.7:1
74,1815,27369.010673081462,40,26,9,80,4246.217771464205,13.415977961432509,30.60606060606061,0,7.355371900826446,0.0275482093663911,0.9090909090909092,0,0,0,47.68595041322314,0,behavior_clone_32768,False,0.7:1
75,1855,41847.98848219639,40,21,2,96,11632.82772880911,12.860993453985367,0.0,0,2.718521370812476,1.0858683095879862,2.294955718136311,0,0,0,81.03966114747786,0,behavior_clone_32768,False,0.7:1
76,1808,37681.52305859456,40,26,4,92,3700.6715523420207,5.945796460176991,33.32411504424779,0,9.402654867256636,1.327433628318584,1.6869469026548674,0,0,0,48.31305309734513,0,behavior_clone_32768,False,0.7:1
77,1982,34544.354628548004,40,26,8,84,3661.3401324995643,7.467204843592332,46.947527749747735,0,5.373360242179617,0.6559031281533805,2.295660948536832,0,0,0,37.26034308779011,0,behavior_clone_32768,False,0.7:1
78,1794,27625.79880277713,40,26,8,84,1781.5542381081796,2.146042363433668,38.90746934225194,0,6.438127090301004,0.8361204013377926,1.5328874024526198,0,0,0,50.13935340022297,0,behavior_clone_32768,False,0.7:1
79,1467,31275.105958366545,40,24,2,96,6804.986115555112,12.01431492842536,0.0,0,8.248125426039536,0.0681663258350375,1.1077027948193592,0,0,0,78.5616905248807,0,behavior_clone_32768,False,0.7:1
80,1803,33388.403407981794,40,26,6,88,3191.780181132673,6.405990016638935,28.840820854132,0,9.595119245701609,0.36051026067665,0.8874098724348308,0,0,0,53.910149750415975,0,behavior_clone_32768,False,0.7:1
81,1805,24499.48646536441,40,26,10,80,2180.4346496872317,9.97229916897507,45.54016620498615,0,5.900277008310249,0.0,0.1385041551246537,0,0,0,38.44875346260388,0,behavior_clone_32768,False,0.7:1
82,1652,37144.9808916291,40,21,1,96,12348.414576353116,8.474576271186441,0.0,0,2.819093739190592,2.360774818401937,3.26011760636458,0,0,0,83.08543756485645,0,behavior_clone_32768,False,0.7:1
83,1807,27912.716563520728,40,26,8,84,4259.113636722279,5.035971223021583,33.75760929717764,0,7.581627006087437,0.7470946319867182,2.5179856115107917,0,0,0,50.35971223021583,0,behavior_clone_32768,False,0.7:1
84,1296,24686.274146749893,40,20,2,96,9546.740683381317,10.31057098765432,0.0,0,2.0736882716049383,1.089891975308642,2.247299382716049,0,0,0,84.27854938271605,0,behavior_clone_32768,False,0.7:1
85,1388,28360.122922493018,40,22,1,96,10174.5528609604,10.074447646493756,0.0,0,6.207973102785783,1.48895292987512,4.695004803073967,0,0,0,77.53362151777138,0,behavior_clone_32768,False,0.7:1
86,1659,30596.86749678071,40,25,4,90,7431.366816965065,12.577858147478402,0.0,0,4.139039582077557,1.2457303596544105,2.109704641350211,0,0,0,79.92766726943943,0,behavior_clone_32768,False,0.7:1
87,1474,31599.929384161136,40,23,1,98,7747.527295062403,10.542740841248303,0.0,0,4.613297150610583,0.7462686567164178,1.3975576662143827,0,0,0,82.7001356852103,0,behavior_clone_32768,False,0.7:1
88,1642,32493.35315778548,40,26,3,92,6533.188448933645,4.202192448233862,9.1047503045067,0,8.25213154689403,3.0450669914738127,1.4007308160779537,0,0,0,73.99512789281364,0,behavior_clone_32768,False,0.7:1
89,1465,26302.19396158819,40,25,3,94,5403.4760117196,7.531285551763367,1.5927189988623436,0,5.506257110352673,1.3196814562002277,2.7531285551763367,0,0,0,81.29692832764505,0,behavior_clone_32768,False,0.7:1
90,2315,61911.79882284777,40,22,0,100,9900.094297662798,5.298776097912167,0.0071994240460763,0,2.9517638588912885,0.8135349172066234,1.6558675305975523,0,0,0,89.27285817134629,0,behavior_clone_32768,False,0.7:1
91,1744,32840.66205629004,40,25,4,92,5165.065126509184,16.131498470948014,3.535932721712538,0,9.957951070336392,0.9365443425076454,1.91131498470948,0,0,0,67.52675840978593,0,behavior_clone_32768,False,0.7:1
