episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state PURSUING,state HOLD - WAIT,state HOLD - RETURN,state HOLD - NO ENOUGH COMM,state HOLD - INTCPT,state GO HOLD INTCPT,state HOLD - SPREAD,state HOLD - JOYSTICK,state HOLD - NO JOYSTICK,state HOLD - BC
151,2375,58358.40518094053,40,18,1,98,14052.623874822924,7.578947368421053,0.07999999999999999,0,1.625263157894737,0.9178947368421052,1.0821052631578947,0,0,0,88.71578947368421
152,2281,60374.351713243894,40,17,0,100,10847.410581065244,5.547805986210196,0,0,1.3191981188473954,0.888764895779363,1.4626758598700729,0,0,0,90.78155513929296
153,5000,132152.4069953163,39,26,4,92,2441.644409126438,2.25,62.64,0,3.55,0.29000000000000004,0.2,0,0,0,31.07
154,2900,70978.27002348298,40,23,4,92,6252.1418778926745,6.882758620689654,0,0,2.489655172413793,0.7862068965517242,0.8137931034482758,0,0,0,89.02758620689654
155,2839,70800.35070299693,40,20,2,96,12576.075478082483,6.573617470940472,0,0,2.795878830574146,0.6208171891511095,1.0346953152518492,0,0,0,88.97499119408243
156,4179,111116.50779741716,40,25,3,94,5553.64256556178,2.337082236579724,0,0,2.1137433197734707,0.49453617292813273,0.7497806492781367,0,0,0,94.30485762144053
157,2889,77178.41117216124,40,22,1,98,7864.1810780474425,3.571016499365409,0,0,1.7133956386292835,0.5307488173531787,0.5884389061959155,0,0,0,93.59640013845622
158,2838,74839.50238674709,40,20,1,98,9487.389973198584,3.4839675828047927,0,0,0.8148343904157858,1.572410147991543,2.431289640591966,0,0,0,91.69749823819592
159,2858,67265.19191197182,40,22,5,90,7787.1294219383835,6.478889666433404,13.791695824585958,0,1.0088640074644273,1.3179379519477492,1.4520643806857942,0,0,0,75.95054816888268
160,2858,78651.51195591857,40,21,0,100,7496.318414835053,5.773268019594123,0.11996401079676097,0,1.9694091772468258,0.4598620413875837,0.3598920323902829,0,0,0,91.31760471858442
161,4206,114469.14778096609,40,26,2,96,2480.9681850390803,1.3076557299096527,28.70898716119829,0,2.9243937232524964,0.29719448407037563,0.28530670470756064,0,0,0,66.47646219686163
162,2876,69492.35905548211,40,22,4,92,8098.982477305293,6.032684283727399,0,0,1.860222531293463,0.3013444598980065,0.4288363467779323,0,0,0,91.3769123783032
163,2928,76900.03614925958,40,25,1,98,3991.0125795154263,4.815573770491803,34.30100182149363,0,5.327868852459016,0.8310564663023681,1.366120218579235,0,0,0,53.35837887067395
164,2839,75788.24064639134,40,21,1,98,8925.204117495228,4.664620339153626,0,0,2.536104262064107,0.4025562320736678,0.6189302068132643,0,0,0,91.77778895989533
165,2310,57424.05809174353,40,18,0,100,12314.680463720717,3.2987012987012987,0,0,0.27272727272727276,2.017316017316017,2.3506493506493507,0,0,0,92.06060606060606
166,3420,73421.5984075368,40,26,10,80,2062.742478301602,4.385964912280702,71.91520467836257,0,2.5,0.19005847953216373,0.45321637426900585,0,0,0,20.555555555555557
167,2888,75913.64005546992,40,22,1,98,8039.672770707656,3.2202216066481992,10.260849492151431,0,1.5581717451523547,0.24238227146814406,0.6636657433056325,0,0,0,84.05470914127424
168,3399,89209.75189118077,40,24,3,94,6985.474826590993,6.612238893792291,0,0,2.2433068549573405,0.6840247131509268,2.155045601647543,0,0,0,88.3053839364519
169,5000,126687.17389026079,39,26,7,86,2412.4730260051447,1.5899999999999999,65.29,0,2.1399999999999997,0.2,0.06999999999999999,0,0,0,30.71
170,2897,77257.0229209686,40,24,1,98,6348.046030168302,4.176734552985848,0,0,2.226441146013117,0.8284432171211599,0.7852951328960995,0,0,0,91.98308595098378
171,2872,76317.77717747679,40,23,1,98,7598.583630783231,7.64623955431755,0,0,3.4540389972144845,0.4178272980501393,0.8635097493036212,0,0,0,87.61838440111421
172,5000,134259.16810168387,39,26,5,90,2984.289666983964,6.09,72.34,0,4.1899999999999995,0.16999999999999998,0.16,0,0,0,17.05
173,5000,131805.62537311905,39,26,5,90,1944.4385287542977,0.39,58.05,0,1.47,0.48,0.38,0,0,0,39.230000000000004
174,3420,88135.85694959445,40,26,4,92,1989.3916168553346,0.8187134502923976,37.763157894736835,0,2.9678362573099415,0.30701754385964913,0.11695906432748539,0,0,0,58.026315789473685
175,5000,130474.22922691751,39,26,6,88,2471.8801870927664,0.77,63.01,0,1.27,1.56,2.78,0,0,0,30.61
176,3420,76182.27338747671,40,26,10,80,1613.4471609284774,2.8947368421052633,76.81286549707602,0,4.385964912280702,1.0818713450292399,0.30701754385964913,0,0,0,14.517543859649123
177,3367,88379.76310246644,40,24,2,96,5648.308708570915,4.952479952479953,0,0,2.50965250965251,0.46035046035046034,0.4158004158004158,0,0,0,91.66171666171667
178,2865,75737.87667150187,40,24,1,98,6088.579368855924,4.895287958115183,0,0,2.7399650959860384,0.07853403141361257,0.07853403141361258,0,0,0,92.20767888307155
179,2926,73635.64987020292,40,26,2,96,4057.8070282787494,5.365686944634313,15.054682159945319,0,4.391660970608339,0.2563226247436774,0.17088174982911825,0,0,0,74.76076555023924
180,3420,65273.22440253131,40,26,14,72,2113.5760591110184,6.9152046783625725,73.81578947368422,0,2.236842105263158,1.1111111111111112,1.3888888888888888,0,0,0,14.53216374269006
181,2361,60135.91694789625,40,14,1,98,17353.890296447044,7.578507896169904,0,0,0.5385127367338295,0.7442367035759666,0.9771888425001513,0,0,0,90.16155382102016
182,2839,76074.19957276923,40,21,1,98,8150.804326891892,5.64585115483319,0,0,2.0228450661701807,0.49313138429024306,1.252956272329291,0,0,0,90.5852161223771
183,2324,58592.21699438447,40,17,0,100,13106.214006374297,4.948364888123924,0,0,1.7368173994680018,0.8918792051322173,1.826787670161164,0,0,0,90.59615083711469
184,5000,135581.9953888747,39,26,3,94,2412.998419889034,1.0,73.1,0,2.3600000000000003,0.68,1.92,0,0,0,20.94
185,3017,74852.27430435934,40,25,3,94,3685.3304203578946,4.021655065738592,48.86752844989503,0,5.513202960998785,0.28726107612418517,0.0883880234228262,0,0,0,41.221964423820566
186,3019,73983.67873462396,40,26,3,94,4935.870614384079,6.227227558794303,40.90758529314343,0,5.448824113945014,0.2484266313348791,0,0,0,0,47.167936402782374
187,2898,79974.81166026114,40,22,0,100,6805.317757356287,3.2378651943869334,0,0,2.047389003910743,0.437083045778698,0.4945939728548424,0,0,0,93.78306878306877
188,2927,76202.4051533482,40,25,1,98,2809.6084644166876,2.049880423641954,56.326158751850585,0,3.0975970846145087,0.7060699236988954,1.343810499943059,0,0,0,36.47648331625099
189,5000,143623.43665670083,39,26,1,98,2540.8668332968837,2.44,63.269999999999996,0,3.09,0.07999999999999999,0.15,0,0,0,30.97
190,3374,85187.98483714416,40,25,4,92,4154.315756054622,0.10867417506421656,0,0,0.8101165777514325,0.9681881051175657,0.9484291641967991,0,0,0,97.16459197786997
191,3212,83406.5376271448,40,25,2,96,4155.069116159673,4.244499792444998,0.2594437525944375,0,1.6811955168119552,0.6330427563304276,0,0,0,0,93.18181818181819
192,4178,111831.0884421776,40,26,2,96,4769.334573557855,2.2498803255146003,38.04451890856869,0,3.709909047391096,0.32312111057922455,0,0,0,0,55.67257060794638
193,2893,76682.67007106308,40,23,1,98,5836.70256734283,4.210162461113032,0.0069132388524023505,0,2.841341168337366,0.20739716557207052,0.20048392671966817,0,0,0,92.53370203940545
194,2384,63674.80226998948,40,19,1,98,9818.420593797115,5.648769574944072,0,0,2.0740119313944816,0.8156226696495152,1.5520134228187918,0,0,0,89.90958240119313
195,2893,76508.9330005531,40,21,1,98,9633.775496707442,10.019258308231693,19.915065922670486,0,3.7084588415386897,0.09382252728260333,0.32590983161325365,0,0,0,65.93748456866328
196,5000,122688.63941505663,39,26,9,82,3273.005567897393,5.1,69.89,0,4.96,0,0.01,0,0,0,20.04
197,2381,63798.98697981884,40,18,0,100,13396.565438403768,5.485090298194036,0,0,1.0163796724065521,0.8567828643427132,2.393952120957581,0,0,0,90.2477950440991
198,5000,126174.75222298638,39,26,7,86,2433.1943447568915,3.5700000000000003,72.89,0,2.4899999999999998,0.1,0.06,0,0,0,20.89
199,2839,73091.87784619954,40,21,1,98,10244.305813326593,3.4519196900317013,0,0,2.284506617018065,0.3421727972626176,0.8302722286519397,0,0,0,93.09112866703568
